sadf,scientificName,scientificNameAuthorship,genericcolumn1,locality,associatedTaxa,recordedBy,associatedCollectors,samplingEffort,locationRemarks,occurrenceRemarks,genericcolumn2,substrate,habitat,individualCount,reproductiveCondition,establishmentMeans,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,country,stateProvince,county,municipality,path,catalogNumber,identifiedBy,dateIdentified,otherCatalogNumbers,Unnamed: 30
2018-06-13,Rhododendron minus,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-123,
2018-06-13,Leucothoe fontanesiana,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-122,
2018-06-13,Leucothoe fontanesiana,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-121,
2018-06-13,Osmundastrum cinnnamomea,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-120,
2018-06-13,Leucothoe fontanesiana,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-119,
2018-06-13,Lyonia ligustrina var. ligustrina,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-118,
2018-06-13,Carex lonchocarpa,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-117,
2018-06-13,Carex lonchocarpa,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-116,
2018-06-13,Carex lonchocarpa,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-115,
2018-06-13,Magnolia acuminata,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-114,
2018-06-13,Magnolia acuminata,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-113,
2018-06-13,Rosa palustris,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-112,
2018-06-13,Spiraea tomentosa,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-111,
2018-06-13,Achillea millefolium,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-110,
2018-06-13,Packera paulercula var. appalachiana,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-109,
2018-06-13,Lindera benzoin,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-108,
2018-06-13,Carpinus caroliniana,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-107,
2018-06-13,Alnus serrulata,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-106,
2018-06-13,Alnus serrulata,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-105,
2018-06-13,Houstonia serpyllifolia,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-104,
2018-06-13,Trillium grandiflorum,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-103,
2018-06-13,Polygala polygama,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-102,
2018-06-13,Acer rubrum,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-101,
2018-06-13,,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Bog. Permanently inundated, acidic site with open canopy, dominated by cinnamon ferns, seedling maples, sedges, rushes, grasses, ericads.","Alnus serrulata, Acer rubrum, Staphylea trifolia, Carex lonchocarpa, Osmundastrum cinnnamomea, Quercus michauxii, Quercus velutina, Quercus alba, Carex crinita var. crinita, Castanea dentata, Hydrangea arborescens, Achillea millefolium, Fraxinus americana, Houstonia longifolia, Medeola virginiana, Packera paulercula var. appalachiana, Polygala polygama, Rhododendron minus, Houstonia serpyllifolia, Lyonia ligustrina var. ligustrina","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16612,-83.0239,24.656,1126,,,,,,,,,45-#,
2018-06-13,Trillium vaseyi,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-111,
2018-06-13,Houstonia purpurea var. purpurea,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-110,
2018-06-13,Lycopodium clavatum,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-109,
2018-06-13,Erigeron annus,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-108,
2018-06-13,Juncus effusus,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-107,
2018-06-13,Gillenia trifoliata,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-106,
2018-06-13,Calycanthus floridus var. glaucus,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-105,
2018-06-13,Calycanthus floridus var. glaucus,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-104,
2018-06-13,Calycanthus floridus var. glaucus,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-103,
2018-06-13,Calycanthus floridus var. glaucus,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-102,
2018-06-13,Dichanthelium acuminatum var. acuminatum,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-101,
2018-06-13,,,,"US, North Carolina, Jackson County, Glenville. Panthertown Valley Trail, approximately .5 miles from parking lot on dry, gravelly soil.","Lysimachia quadrifolia, Calycanthus floridus glaucus, Erigeron strigosus strigosus, Kalmia latifolia, Acer rubrum, Rhododendron calendulaceum, Mitchella repens, Aletris farinosa, Oenothera perennis, Polygala polygama, Gillenia stipulata, Porteranthus trifoliatus, Gillenia trifoliata, Bromus erectus, Erigeron strigosus var. strigosus, Bromus inermis, Houstonia purpurea var. purpurea, Juncus effusus, Viola primulifolia, Carex festucacea, Dicanthelium acuminatum var. acuminatum, Festuca rubra, Calycanthus floridus var. floridus, Calycanthus floridus var. glaucus, Diphasiastrum digitatum, Juniperus virginiana, Lycopodium clavatum, Pinus strobus, Tsuga caroliniana, Achillea millefolium, Castanea pumila, Leucanthemum vulgare, Oenothera fruticosa glauca, Quercus rubra, Sambucus canadensis, Rhododendron minus","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16601,-83.03605,16.08,1189,,,,,,,,,44-#,
2018-06-13,Sambucus canadensis,,,"US, North Carolina, Jackson County, Glenville. Panther Town Valley overlook approximately .25 miles from main parking area. Open side of sloping, granitic, dome with seepage fed plant community (dominant species include Krigia montana, Hypoxis hirsuta, Houstonia longifolia var. glabra, Rumex acetosella)",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16625,-83.03591,6.432,1190,,,,,,,,,43-107,
2018-06-13,Viburnum cassinoides,,,"US, North Carolina, Jackson County, Glenville. Panther Town Valley overlook approximately .25 miles from main parking area. Open side of sloping, granitic, dome with seepage fed plant community (dominant species include Krigia montana, Hypoxis hirsuta, Houstonia longifolia var. glabra, Rumex acetosella)",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16625,-83.03591,6.432,1190,,,,,,,,,43-106,
2018-06-13,Gaylussacia ursina,,,"US, North Carolina, Jackson County, Glenville. Panther Town Valley overlook approximately .25 miles from main parking area. Open side of sloping, granitic, dome with seepage fed plant community (dominant species include Krigia montana, Hypoxis hirsuta, Houstonia longifolia var. glabra, Rumex acetosella)",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16625,-83.03591,6.432,1190,,,,,,,,,43-105,
2018-06-13,Gaylussacia baccata,,,"US, North Carolina, Jackson County, Glenville. Panther Town Valley overlook approximately .25 miles from main parking area. Open side of sloping, granitic, dome with seepage fed plant community (dominant species include Krigia montana, Hypoxis hirsuta, Houstonia longifolia var. glabra, Rumex acetosella)",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16625,-83.03591,6.432,1190,,,,,,,,,43-104,
2018-06-13,Quercus rubra,,,"US, North Carolina, Jackson County, Glenville. Panther Town Valley overlook approximately .25 miles from main parking area. Open side of sloping, granitic, dome with seepage fed plant community (dominant species include Krigia montana, Hypoxis hirsuta, Houstonia longifolia var. glabra, Rumex acetosella)",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16625,-83.03591,6.432,1190,,,,,,,,,43-103,
2018-06-13,Malus augustifolia,,,"US, North Carolina, Jackson County, Glenville. Panther Town Valley overlook approximately .25 miles from main parking area. Open side of sloping, granitic, dome with seepage fed plant community (dominant species include Krigia montana, Hypoxis hirsuta, Houstonia longifolia var. glabra, Rumex acetosella)",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16625,-83.03591,6.432,1190,,,,,,,,,43-102,
2018-06-13,Pinus rigida,,,"US, North Carolina, Jackson County, Glenville. Panther Town Valley overlook approximately .25 miles from main parking area. Open side of sloping, granitic, dome with seepage fed plant community (dominant species include Krigia montana, Hypoxis hirsuta, Houstonia longifolia var. glabra, Rumex acetosella)",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.16625,-83.03591,6.432,1190,,,,,,,,,43-101,
2018-06-13,,,,"US, North Carolina, Jackson County, Glenville. Panther Town Valley overlook approximately .25 miles from main parking area. Open side of sloping, granitic, dome with seepage fed plant community (dominant species include Krigia montana, Hypoxis hirsuta, Houstonia longifolia var. glabra, Rumex acetosella)","Gaylussacia baccata, Kalmia latifolia, Mulas augustifolia, Rumex acetosella, Malus augustifolia, Rhododendron cumberlandense, Quercus rubra, Juniperus virginiana, Houstonia longifolia var. glabra, Houstonia longifolia, Hypoxis hirsuta, Pinus strobus, Dichanthelium dichotomum ssp. mattamuskeetense, Magnolia fraseri, Carex hirsutella, Lechea racemulosa, Polygala curtissii, Robinia hispida, Pinus rigida","Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,"bromus, krigia, hypoxia, houstonia ",,,,,,,35.16625,-83.03591,6.432,1190,,,,,,,,,43-#,
2018-06-12,Galax urceolata,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-140,
2018-06-12,Lysimachia quadrifolia,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-139,
2018-06-12,Rhododendron maximum,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-138,
2018-06-12,Gaylussacia ursina,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-137,
2018-06-12,Gaylussacia ursina,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-136,
2018-06-12,Carex swanii,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-135,
2018-06-12,Carex swanii,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-134,
2018-06-12,Carex virescens,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-133,
2018-06-12,Carex vulpinoidea,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-132,
2018-06-12,Liriodendron tulipifera,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-131,
2018-06-12,Liriodendron tulipifera,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-130,
2018-06-12,Ulmus americana,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-129,
2018-06-12,Hexastylis shuttleworthii,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-128,
2018-06-12,Lysimachia quadrifolia,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-127,
2018-06-12,Clethra acuminata,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-126,
2018-06-12,Hydrangea radiata,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-125,
2018-06-12,Hydrangea radiata,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-124,
2018-06-12,Hydrangea radiata,,,"US, North Carolina, Macon County, Cashiers. Chattooga River Trail near Iron Bridge, mesic, boulder-filled, Rhododendron maximum dominant forest beside river. ",,"Joey Shaw, John Shelton, Alaina Krakowiak, Jade Harry, Megon Stepaniuk",2018 UTC Field Botany Class,Flora of North Carolina,,,,,,,,,35.01872,-83.12572,16.687,735,,,,,,,,,42-123,
